hb_W_m2K,temps_h,temperature_non_regulee_C
50,45.5,40.67643659938882
50,45.75,40.70313593647849
50,46.0,40.72948295631704
50,46.25,40.7554823079879
50,46.5,40.781138579226436
50,46.75,40.80645629722951
50,47.0,40.83143992945429
50,47.25,40.85609388440661
50,47.5,40.88042251241884
50,47.75,40.90443010641753
50,48.0,40.92812090268094
50,48.25,40.95149908158654
50,48.5,40.97456876834867
50,48.75,40.99733403374645
50,49.0,41.0197988948421
50,49.25,41.04196731568976
50,49.5,41.063843208034996
50,49.75,41.085430432005026
50,50.0,41.10673279678987
50,50.25,41.12775406131451
50,50.5,41.14849793490217
50,50.75,41.168968077928824
50,51.0,41.18916810246913
50,51.25,41.20910157293379
50,51.5,41.228772006698485
50,51.75,41.24818287472456
50,52.0,41.26733760217151
50,52.25,41.28623956900131
50,52.5,41.30489211057491
50,52.75,41.32329851824071
50,53.0,41.34146203991538
50,53.25,41.35938588065694
50,53.5,41.37707320323034
50,53.75,41.39452712866554
50,54.0,41.41175073680822
50,54.25,41.42874706686326
50,54.5,41.445519117931
50,54.75,41.46206984953646
50,55.0,41.47840218215159
50,55.25,41.49451899771055
50,55.5,41.51042314011828
50,55.75,41.52611741575233
50,56.0,41.54160459395804
50,56.25,41.556887407537225
50,56.5,41.57196855323037
50,56.75,41.586850692192506
50,57.0,41.60153645046279
50,57.25,41.61602841942785
50,57.5,41.6303291562791
50,57.75,41.644441184463936
50,58.0,41.65836699413103
50,58.25,41.6721090425697
50,58.5,41.68566975464357
50,58.75,41.699051523218394
50,59.0,41.71225670958432
50,59.25,41.725287643872555
50,59.5,41.73814662546651
50,59.75,41.75083592340758
50,60.0,41.76335777679546
100,0.0,20.0
100,0.25,20.356565159773698
100,0.5,20.707612353837483
100,0.75,21.05322697456563
100,1.0,21.39349309285671
100,1.25,21.72849347858388
100,1.5,22.058309620728686
100,1.75,22.3830217472033
100,2.0,22.70270884436598
100,2.25,23.01744867623452
100,2.5,23.32731780340242
100,2.75,23.632391601662253
100,3.0,23.93274428034086
100,3.25,24.2284489003508
100,3.5,24.519577391962464
100,3.75,24.806200572301115
100,4.0,25.088388162573207
100,4.25,25.36620880502607
100,4.5,25.6397300796452
100,4.75,25.9090185205931
100,5.0,26.174139632393725
100,5.25,26.435157905866518
100,5.5,26.6921368338138
100,5.75,26.945138926465447
